,TYPE,MainBranch,Country,ConvertedCompYearly,Employment
586,Developer FS,I am a developer by profession,France,69318.0,"Employed, full-time"
587,Game Dev,I am a developer by profession,Canada,64029.0,"Employed, full-time"
589,Developer BE,I am a developer by profession,United States of America,55000.0,"Employed, full-time"
592,Manager,I am a developer by profession,Netherlands,41592.0,"Employed, full-time"
594,Developer BE,I am a developer by profession,Denmark,86040.0,"Employed, full-time"
595,Manager,I am a developer by profession,United States of America,125000.0,"Employed, full-time"
596,Developer BE,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
598,Developer FS,I am a developer by profession,China,18024.0,"Independent contractor, freelancer, or self-employed"
599,Manager,I am a developer by profession,United States of America,160000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
602,Developer FE,I am a developer by profession,United States of America,110000.0,"Employed, full-time"
604,Data,I am a developer by profession,United States of America,250000.0,"Employed, full-time"
605,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,71614.0,"Employed, full-time"
606,Developer BE,I am a developer by profession,United States of America,400000.0,"Employed, full-time"
608,Developer FS,I am a developer by profession,Finland,69744.0,"Employed, full-time"
609,Testing/Apps/mobile,I am a developer by profession,United States of America,82000.0,"Employed, full-time"
610,Testing/Apps/mobile,I am a developer by profession,United States of America,125000.0,"Employed, full-time"
611,Developer FE,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
612,Manager,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
613,Developer FS,I am a developer by profession,Switzerland,93078.0,"Employed, full-time"
614,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,310000.0,"Employed, full-time"
616,Developer BE,I am a developer by profession,Czech Republic,93540.0,"Independent contractor, freelancer, or self-employed"
617,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
618,Developer FS,I am a developer by profession,United States of America,95000.0,"Employed, full-time"
619,Developer FS,I am a developer by profession,Finland,76788.0,"Employed, full-time"
621,Developer FS,I am a developer by profession,United States of America,125000.0,"Employed, full-time"
622,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,32666.0,"Employed, full-time"
624,Developer FS,I am a developer by profession,South Africa,115000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
629,Developer FS,I am a developer by profession,Netherlands,154633.0,"Employed, full-time"
630,Developer FS,I am a developer by profession,Canada,121030.0,"Employed, full-time"
632,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,62820.0,"Employed, full-time"
633,Developer BE,I am a developer by profession,Hungary,66948.0,"Employed, full-time"
634,Developer BE,I am a developer by profession,Poland,77700.0,"Employed, full-time"
636,Manager,I am a developer by profession,Germany,90647.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
637,Developer FE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,59679.0,"Employed, full-time"
638,Developer BE,I am a developer by profession,Netherlands,159950.0,"Independent contractor, freelancer, or self-employed"
640,Data,I am a developer by profession,Germany,95979.0,"Employed, full-time"
642,Data,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,72243.0,"Employed, full-time"
643,Developer BE,I am a developer by profession,Canada,117126.0,"Employed, full-time"
645,Developer FS,I am a developer by profession,Bangladesh,8184.0,"Employed, full-time"
647,Manager,I am a developer by profession,Romania,36240.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
650,Developer BE,I am a developer by profession,United States of America,265000.0,"Employed, full-time"
652,Developer FS,I am a developer by profession,Germany,486300.0,"Employed, full-time"
653,Educator,"I am not primarily a developer, but I write code sometimes as part of my work",Belgium,29436.0,"Employed, full-time"
654,Testing/Apps/mobile,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,44853.0,"Employed, full-time"
655,Developer BE,I am a developer by profession,United States of America,135000.0,"Employed, full-time"
657,Developer FS,I am a developer by profession,Germany,65268.0,"Employed, full-time"
658,Security/Cloud,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,110000.0,"Employed, full-time"
660,Developer FS,I am a developer by profession,United States of America,75000.0,"Employed, full-time"
662,Developer BE,I am a developer by profession,Brazil,112176.0,"Employed, full-time"
663,Developer FS,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
665,Developer FS,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
667,Developer BE,I am a developer by profession,Ukraine,55000.0,"Employed, full-time"
668,Developer FS,I am a developer by profession,Maldives,23352.0,"Employed, full-time"
669,Researching,"I am not primarily a developer, but I write code sometimes as part of my work",Spain,53322.0,"Employed, full-time"
671,Developer FS,I am a developer by profession,United States of America,114000.0,"Employed, full-time"
672,Manager,I am a developer by profession,Australia,1273884.0,"Employed, full-time"
673,Game Dev,I am a developer by profession,United States of America,161000.0,"Employed, full-time"
674,Developer FS,I am a developer by profession,United States of America,175000.0,"Employed, full-time"
675,Developer BE,I am a developer by profession,United States of America,172000.0,"Employed, full-time"
678,Developer FS,I am a developer by profession,Canada,105414.0,"Employed, full-time"
683,Developer BE,I am a developer by profession,Germany,63984.0,"Employed, full-time"
684,Developer BE,I am a developer by profession,United States of America,400000.0,"Employed, full-time"
689,Developer FS,I am a developer by profession,United States of America,62000.0,"Employed, full-time"
693,Developer BE,I am a developer by profession,United States of America,297000.0,"Employed, full-time"
695,Developer BE,I am a developer by profession,Thailand,17568.0,"Employed, full-time"
696,Data,I am a developer by profession,Poland,110000.0,"Employed, full-time"
698,Manager,I am a developer by profession,Germany,69318.0,"Employed, full-time"
699,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,87948.0,"Employed, full-time"
702,Developer FE,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
704,Developer BE,I am a developer by profession,Austria,159966.0,"Employed, full-time"
707,Developer BE,I am a developer by profession,United States of America,75000.0,"Employed, full-time"
708,Testing/Apps/mobile,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,41461.0,"Employed, full-time"
709,Developer FS,I am a developer by profession,United States of America,125000.0,"Employed, full-time"
712,Developer FE,I am a developer by profession,United States of America,85000.0,"Employed, full-time"
718,Manager,I am a developer by profession,United States of America,51000.0,"Employed, full-time"
721,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,3600000.0,"Employed, full-time"
722,Developer FS,I am a developer by profession,France,49908.0,"Employed, full-time"
723,Developer BE,I am a developer by profession,Germany,110568.0,"Employed, full-time"
724,Developer FS,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
727,Developer BE,I am a developer by profession,Canada,149922.0,"Employed, full-time"
729,DevOps,"I am not primarily a developer, but I write code sometimes as part of my work",Hong Kong (S.A.R.),114708.0,"Employed, full-time"
730,Manager,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,113075.0,"Employed, full-time"
734,Manager,I am a developer by profession,United States of America,225000.0,"Employed, full-time"
736,Developer FS,I am a developer by profession,United States of America,220000.0,"Employed, full-time"
737,Testing/Apps/mobile,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
740,Developer BE,I am a developer by profession,United States of America,105000.0,"Employed, full-time"
745,Developer BE,I am a developer by profession,Spain,358320.0,"Employed, full-time"
746,Developer BE,I am a developer by profession,Romania,165000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
747,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",Germany,95979.0,"Employed, full-time"
749,Data,I am a developer by profession,Spain,44790.0,"Employed, full-time"
